p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
임주택,동래고,경성대,2차지명,빙그레,1991,0,한화,3.8,1566,50813,경남
박기택,동산고,인하대,2차지명,쌍방울,1991,0.3,쌍방울,-0.6,11436,50202,경기
주경업,인천고,고려대,2차지명,태평양,1991,0.2,태평양,-0.3,1602,50209,경기
나진균,충암고,영남대,2차지명,LG,1991,-0.4,LG,-0.4,1583,50114,서울
권영일,부산고,중앙대,2차지명,OB,1991,0,OB,-0.1,1616,50805,경남
김기열,,동국대,2차지명,빙그레,1991,-1,빙그레,-1,1620,,국외
김기덕,동대문상고,한양대,2차지명,쌍방울,1991,0.7,쌍방울,17.4,1619,50121,서울
백성진,충암고,동국대,2차지명,태평양,1991,-0.1,현대,-0.4,1587,50114,서울
김기덕,대구고,한양대,2차지명,LG,1991,-0.3,LG,-2.9,1618,50703,경북
김석연,대전고,동아대,2차지명,빙그레,1991,-0.3,빙그레,-1,1562,50402,충청
고승훈,신일고,성균관대,2차지명,쌍방울,1991,-0.2,쌍방울,-0.2,1571,50110,서울
김병주,마산고,동아대,2차지명,태평양,,,,,11429,50803,경남
김영운,경북고,계명대,2차지명,쌍방울,1991,0,쌍방울,0,1576,50701,경북
소순배,장충고,동국대,2차지명,LG,1991,-0.1,LG,-0.1,1588,50111,서울
이상범,대구고,,2차지명,삼성,1991,-0.4,삼성,-0.3,1638,50703,경북
최준호,오산고,연세대,2차지명,쌍방울,1991,0,쌍방울,0,1606,50222,경기
박천유,보성고,중앙대,2차지명,OB,1991,0,OB,0,1586,50127,서울
김홍기,신일고,동국대,2차지명,태평양,1991,-0.2,태평양,-0.1,1582,50110,서울
신현대,광주동성고,성균관대,2차지명,빙그레,1992,,쌍방울,-0.9,1710,50601,전라
강남규,,영남대,2차지명,쌍방울,1991,0,쌍방울,0,1569,,국외
공봉구,영흥고,영남대,특별지명,쌍방울,1991,0.6,쌍방울,0.6,1572,50609,전라
김경수,신일고,연세대,특별지명,쌍방울,1991,-0.1,쌍방울,-0.2,1574,50110,서울
김상재,부산상고,동아대,특별지명,쌍방울,1992,,쌍방울,-0.4,1655,50812,경남
송인호,보성고,원광대,특별지명,쌍방울,1991,1.1,쌍방울,-0.8,1590,50127,서울
정학원,군산상고,원광대,특별지명,쌍방울,1991,-0.3,쌍방울,-0.6,1601,50501,전라
김동수,용마고,경성대,특별지명,쌍방울,1991,-0.4,쌍방울,-0.4,1622,50807,경남
박성기,전주고,원광대,특별지명,쌍방울,1991,2.3,쌍방울,6.4,1629,50502,전라
박진석,군산상고,원광대,특별지명,쌍방울,1991,0.8,쌍방울,2.8,1630,50501,전라
강길용,광주제일고,동국대,특별지명,쌍방울,1991,2.4,OB,1.7,1612,50602,전라
윤찬,,미국 Southwest Baptist(대),자유선발,LG,1992,,LG,-0.9,1678,,국외
정문언,국외,,자유선발,태평양,1991,1.9,태평양,3.3,1598,51100,국외
김흥만,,,자유선발,태평양,1992,,태평양,-0.4,1703,,국외
박일현,서울고,건국대,신고선수,LG,1991,-0.1,LG,-0.1,1585,50107,서울
오종우,,경희대,신고선수,LG,1991,-0.2,LG,-0.4,1635,,국외
김성철,용마고,,신고선수,롯데,1991,0,롯데,0,1575,50807,경남
강현철,대구고,계명대,신고선수,롯데,1991,-0.1,롯데,-0.1,1614,50703,경북
전호근,부산고,중앙대,신고선수,롯데,1993,,롯데,0,1750,50805,경남
김효용,부산공고,,신고선수,롯데,1992,,롯데,0,1665,50806,경남
윤형배,경남고,경성대,신고선수,롯데,1992,,롯데,6.7,1690,50802,경남
김일훈,강릉고,,신고선수,빙그레,1991,-0.1,빙그레,-0.1,1578,50901,강원
공용우,강릉고,,신고선수,빙그레,1995,,한화,0.4,1895,50901,강원
임성우,세광고,동국대,신고선수,빙그레,1991,0.2,빙그레,0.1,1565,50301,충청
박경완,전주고,,신고선수,쌍방울,1991,0,SK,66,10080,50502,전라
김민재,부산공고,,육성선수,롯데,1991,-0.1,롯데,22.1,10550,50806,경남
정재훈,중앙고,,고졸우선지명,LG,1991,0.2,LG,0.2,1600,50112,서울
이병석,서울고,,고졸우선지명,LG,1991,0,해태,8.9,1637,50107,서울
이우수,청원고,,고졸우선지명,LG,1991,-0.1,LG,0.8,1594,50113,서울
김성식,경기고,,고졸우선지명,LG,1991,-2,LG,-3.5,1625,50101,서울
김성기,장충고,,고졸우선지명,LG,1992,,LG,0.1,1732,50111,서울
이종열,장충고,,고졸우선지명,LG,1991,-0.2,LG,15.2,10478,50111,서울
강병규,성남고,,고졸우선지명,OB,1991,1.5,OB,10.1,1613,50108,서울
이종민,광영고,,고졸우선지명,OB,1991,0.1,OB,-0.6,1595,50126,서울
최영술,성남고,,고졸우선지명,OB,1991,0,OB,-0.4,1604,50108,서울
이전진,한서고,,고졸우선지명,OB,1992,,OB,-0.1,1679,50115,서울
조중석,한서고,,고졸우선지명,OB,1992,,OB,0,1717,50115,서울
김인철,광영고,,고졸우선지명,OB,1992,,OB,-0.1,1656,50126,서울
김태형,부산고,,고졸우선지명,롯데,1991,3.8,롯데,4,1610,50805,경남
장진성,대전고,,고졸우선지명,빙그레,1994,,한화,-0.2,1822,50402,충청
신동주,포철공고,,고졸우선지명,삼성,1992,,삼성,14.4,1672,50706,경북
손영철,경주고,,고졸우선지명,삼성,1991,0.9,삼성,-2.3,1633,50702,경북
전상렬,대구상고,,고졸우선지명,삼성,1992,,두산,2.6,10194,50711,경북
최형현,포철공고,,고졸우선지명,삼성,1994,,삼성,-0.3,1830,50706,경북
유성기,전주고,,고졸우선지명,쌍방울,1991,0,쌍방울,0,1591,50502,전라
김원형,전주고,,고졸우선지명,쌍방울,1991,2,SK,31.3,14890,50502,전라
이근엽,인천고,,고졸우선지명,태평양,1991,-0.1,태평양,-0.5,1593,50209,경기
나성열,부천고,,고졸우선지명,태평양,1992,,태평양,1.3,1704,50203,경기
신상윤,부천고,,고졸우선지명,태평양,1991,0.5,태평양,-0.4,1634,50203,경기
임규대,부천고,,고졸우선지명,태평양,1992,,한화,-1.4,1714,50203,경기
문귀석,영흥고,,고졸우선지명,해태,1992,,해태,0.1,1706,50609,전라
김승남,진흥고,,고졸우선지명,해태,1991,0.1,삼성,-1,1626,50604,전라
김재덕,광주상고,,고졸우선지명,해태,1991,0,해태,-0.5,1579,50608,전라
문기영,,,고졸우선지명,삼성,1991,0,삼성,0,15650,,국외
허삼영,대구상고,,고졸우선지명,삼성,1993,,삼성,-0.4,14565,50711,경북
김정수,전주고,,고졸우선지명,쌍방울,1993,,쌍방울,-0.2,1735,50502,전라
이병훈,,고려대,1차지명,LG,1990,-0.2,LG,3.2,1498,,국외
김동수,서울고,한양대,1차지명,LG,1990,5.1,LG,58.9,10386,50107,서울
임형석,서울고,한양대,1차지명,OB,1990,1.4,OB,7.5,1524,50107,서울
김경원,동대문상고,중앙대,1차지명,OB,1993,,OB,24.6,1761,50121,서울
공필성,용마고,경성대,1차지명,롯데,1990,0.7,롯데,11.6,1503,50807,경남
김도형,용마고,경성대,1차지명,롯데,1990,-0.3,롯데,-0.7,1544,50807,경남
지화동,북일고,동국대,1차지명,빙그레,1990,-0.2,빙그레,-0.9,1533,50403,충청
최현준,,한양대,1차지명,삼성,1990,-0.3,삼성,1,1560,,국외
이태일,,영남대,1차지명,삼성,1990,2.3,삼성,12,1540,,국외
최해식,군산상고,건국대,1차지명,,1991,,해태,1.5,1607,50501,전라
최광천,인천고,원광대,1차지명,태평양,1990,0,태평양,0,1535,50209,경기
김경기,인천고,고려대,1차지명,태평양,1990,2.2,태평양,24.1,1505,50209,경기
이호성,광주제일고,연세대,1차지명,해태,1990,3.2,해태,26,1500,50602,전라
정회열,광주제일고,연세대,1차지명,해태,1990,1.1,해태,7.1,1496,50602,전라
김성한,북일고,동아대,1차지명,빙그레,1994,,한화,-2.2,1835,50403,충청
최우석,신일고,중앙대,2차지명,LG,1991,,LG,-0.1,1644,50110,서울
서준룡,광주동성고,성균관대,2차지명,OB,1990,,,,1515,50601,전라
손길호,포철공고,성균관대,2차지명,롯데,1990,-1.2,롯데,-1.2,1516,50706,경북
유충돌,진흥고,성균관대,2차지명,롯데,1990,0,롯데,-0.3,1518,50604,전라
진상봉,마산고,경남대,2차지명,빙그레,1990,0.1,빙그레,5.2,1534,50803,경남
정인조,광주상고,건국대,2차지명,,1991,,쌍방울,-0.6,1643,50608,전라
이용호,,건국대,2차지명,태평양,1991,,태평양,-0.1,1641,,국외
구동환,충암고,,2차지명,LG,1991,,LG,0,1573,50114,서울
조정수,광주제일고,동국대,2차지명,OB,1990,-0.7,OB,-0.5,1558,50602,전라
김종헌,경주고,경성대,2차지명,롯데,1990,0,롯데,3.9,1511,50702,경북
강광회,제물포고,건국대,2차지명,태평양,1990,-0.1,쌍방울,0,11433,50210,경기
김선진,광주제일고,연세대,2차지명,LG,1990,0.5,LG,3.2,1497,50602,전라
김상진,청강고,,2차지명,OB,1991,,OB,31.2,1624,50815,경남
전봉석,용마고,경성대,2차지명,롯데,1990,-0.1,롯데,-0.6,1526,50807,경남
최용철,인천고,연세대,2차지명,태평양,1990,0,태평양,0,1537,50209,경기
김성재,대구상고,영남대,2차지명,LG,1990,-0.1,LG,-0.1,1509,50711,경북
박홍철,,중앙대,2차지명,삼성,1990,0,삼성,0,1514,,국외
김만조,용마고,,2차지명,OB,1992,,OB,0,1696,50807,경남
김우현,,성균관대,2차지명,삼성,1990,0,삼성,0,1510,,국외
김력,부경고,동아대,2차지명,태평양,1990,0.9,태평양,0.8,1545,50804,경남
조웅천,순천상고,,2차지명,태평양,1990,-0.1,SK,48.6,10158,50607,전라
강형석,휘문고,건국대,2차지명,OB,1990,-0.3,OB,0.7,1501,50116,서울
조영상,인천고,,2차지명,태평양,1990,0,태평양,-4.2,1557,50209,경기
김종철,군산상고,,2차지명,LG,1990,-0.4,LG,-0.1,1548,50501,전라
김성일,서울고,한양대,2차지명,LG,1990,-0.2,LG,-1.8,1508,50107,서울
윤혁,배재고,고려대,특별지명,,1991,,쌍방울,1.6,1592,50106,서울
김호,마산고,경성대,특별지명,,1991,,쌍방울,15,1581,50803,경남
김기완,청원고,한양대,특별지명,,1991,,쌍방울,0.5,1621,50113,서울
김석기,광주제일고,연세대,특별지명,,1992,,쌍방울,0.5,1698,50602,전라
구대진,대전고,경남대,특별지명,,1991,,쌍방울,1.1,1615,50402,충청
정재호,,,자유선발,OB,1990,0.4,OB,0.4,1530,,국외
김병수,국외,,자유선발,롯데,1990,1,롯데,0.8,1507,51100,국외
장주덕,춘천고,,신고선수,LG,1990,0,LG,0.1,1525,50904,강원
최재룡,경남고,경성대,신고선수,OB,1991,,OB,0.1,1605,50802,경남
이동채,현대공고,,신고선수,롯데,1990,0,롯데,-0.5,1522,50814,경남
강민기,현대공고,,신고선수,롯데,1990,-0.5,롯데,-0.5,1542,50814,경남
안명호,부산공고,,신고선수,롯데,1991,,롯데,-0.3,1568,50806,경남
유태완,북일고,,신고선수,빙그레,1990,-0.2,빙그레,-0.2,1519,50403,충청
김원근,인천고,인하대,신고선수,빙그레,1991,,한화,-0.3,1577,50209,경기
임돈영,한서고,,신고선수,빙그레,1991,,빙그레,-0.4,1597,50115,서울
권준헌,광영고,,신고선수,태평양,1990,-0.1,태평양,3.3,1504,50126,서울
양회열,한서고,,신고선수,태평양,1991,,해태,0.9,1564,50115,서울
김성준,경동고,,고졸우선지명,LG,1992,,LG,-0.1,1699,50102,서울
최치용,배명고,계명대,고졸우선지명,OB,1990,0.1,OB,0.1,1538,50105,서울
손병희,동대문상고,,고졸우선지명,OB,1990,0.8,OB,2,1551,50121,서울
권영구,동대문상고,,고졸우선지명,OB,1990,-0.3,OB,-0.3,1543,50121,서울
노석기,경기상고,,고졸우선지명,OB,1992,,OB,-0.4,1705,50119,서울
최덕현,경기상고,,고졸우선지명,OB,1991,,OB,0,1603,50119,서울
김창기,부산고,경성대,고졸우선지명,롯데,1990,,롯데,0,1549,50805,경남
이지환,부경고,,고졸우선지명,롯데,1990,-0.5,롯데,0,1555,50804,경남
박인구,경주고,,고졸우선지명,삼성,1990,-0.4,삼성,-1,1512,50702,경북
박규대,경남,,고졸우선지명,삼성,1991,,삼성,-0.6,1584,50800,경남
이규창,대구고,,고졸우선지명,삼성,1990,0.1,삼성,0,1521,50703,경북
이상훈,경북고,,고졸우선지명,삼성,1990,-0.5,삼성,0.8,1554,50701,경북
정경훈,경주고,,고졸우선지명,삼성,1990,0,삼성,10.3,1527,50702,경북
이상목,,,고졸우선지명,삼성,1990,-0.2,한화,18.2,1553,,국외
김인철,포철공고,,고졸우선지명,삼성,1990,0.7,삼성,3.6,1547,50706,경북
박종철,군산상고,,고졸우선지명,,1991,,쌍방울,0.3,11440,50501,전라
김민태,유신고,,고졸우선지명,태평양,1991,,한화,-6.4,1623,50208,경기
임진수,인천고,,고졸우선지명,태평양,1990,0,태평양,0.1,1523,50209,경기
가내영,제물포고,,고졸우선지명,태평양,1991,,현대,1.1,1611,50210,경기
홍현우,광주상고,,고졸우선지명,해태,1990,-0.3,해태,50.6,1499,50608,전라
최향남,영흥고,,고졸우선지명,해태,1990,-0.3,LG,16.9,10743,50609,전라
양민석,광주제일고,,고졸우선지명,해태,1990,-0.2,해태,-0.3,1517,50602,전라
서정필,광주제일고,,고졸우선지명,해태,1990,-0.2,해태,-0.2,1550,50602,전라
김병두,진흥고,,고졸우선지명,해태,1990,0,해태,-0.5,1506,50604,전라
박현수,진흥고,,고졸우선지명,해태,1990,0,해태,-0.2,1513,50604,전라
정성훈,영흥고,,고졸우선지명,해태,1990,-0.1,해태,-0.1,1529,50609,전라
김형택,광주제일고,,고졸우선지명,해태,1992,,해태,0.4,1702,50602,전라
최태영,광주상고,,고졸우선지명,해태,1990,-0.4,해태,-0.4,1559,50608,전라
강대성,광주상고,,고졸우선지명,해태,1990,0.1,해태,-0.2,1541,50608,전라
조필현,서울고,,고졸우선지명,LG,1990,-0.7,LG,-0.9,1532,50107,서울
최한림,전주고,,고졸우선지명,,1991,,쌍방울,-0.4,1645,50502,전라
김기범,충암고,건국대,1차지명,MBC,1989,-0.1,LG,13,1469,50114,서울
최훈재,중앙고,단국대,1차지명,MBC,1989,1.2,LG,9.9,1457,50112,서울
나웅,선린고,한양대,1차지명,MBC,1989,0.2,LG,0.8,1438,50109,서울
이진,배명고,성균관대,1차지명,OB,1989,0.2,OB,-1.7,1461,50105,서울
김동현,배명고,동국대,1차지명,OB,1989,0.4,OB,3.3,1471,50105,서울
김보선,충암고,한양대,1차지명,OB,1990,,OB,-1.4,1546,50114,서울
황대연,대전고,고려대,1차지명,빙그레,1989,0,빙그레,3.9,1425,50402,충청
진정필,북일고,고려대,1차지명,빙그레,1989,0.3,빙그레,5.1,1491,50403,충청
강석천,대전고,인하대,1차지명,빙그레,1989,1,한화,19.4,1421,50402,충청
하용석,경북고,한양대,1차지명,삼성,1989,0.1,삼성,0.1,1459,50701,경북
강영수,대구상고,한양대,1차지명,삼성,1989,-0.5,OB,11,1428,50711,경북
최해명,포철공고,연세대,1차지명,삼성,1989,0.1,삼성,0.2,1427,50706,경북
허정욱,제물포고,고려대,1차지명,태평양,1989,1.1,태평양,1.2,1494,50210,경기
장호익,군산상고,연세대,1차지명,해태,1989,-0.6,해태,-0.6,1424,50501,전라
이광우,군산상고,원광대,1차지명,해태,1989,0.3,OB,10.1,1426,50501,전라
이강철,광주제일고,동국대,1차지명,해태,1989,4.1,해태,62.6,13923,50602,전라
김청수,용마고,동아대,1차지명,롯데,1989,4.3,롯데,9.5,1473,50807,경남
서호진,동래고,경성대,1차지명,롯데,1989,1.5,롯데,1.4,1478,50813,경남
김선일,경남고,동아대,1차지명,롯데,1989,-0.5,롯데,-1.9,1433,50802,경남
박선일,,경희대,1차지명,빙그레,1989,-0.1,삼성,2.3,1441,,국외
김덕근,경북고,연세대,2차지명,MBC,1989,-0.8,LG,-1.3,1470,50701,경북
한명수,보성고,동국대,2차지명,MBC,1989,1,MBC,1.1,1493,50127,서울
구동우,북일고,동아대,2차지명,OB,1989,3.4,OB,3.5,1468,50403,충청
김인호,진흥고,성균관대,2차지명,롯데,1989,-0.4,현대,10.1,1435,50604,전라
김락기,동래고,동아대,2차지명,빙그레,1989,3.9,빙그레,4.5,1462,50813,경남
박용준,광주제일고,,2차지명,삼성,1989,-0.1,삼성,1.7,1476,50602,전라
박준태,광주제일고,동국대,2차지명,태평양,1989,0.4,LG,7.8,1443,50602,전라
정명진,용마고,경성대,2차지명,태평양,1989,-0.2,태평양,-1.3,1488,50807,경남
윤재호,동대문상고,동국대,2차지명,해태,1989,0.1,해태,4.3,1448,50121,서울
박성훈,부산고,경성대,2차지명,MBC,1989,0,MBC,-0.3,1442,50805,경남
이명수,휘문고,고려대,2차지명,OB,1989,3,OB,26.6,1450,50116,서울
이종운,경남고,동아대,2차지명,롯데,1989,0.3,롯데,7.2,11473,50802,경남
이종호,북일고,동아대,2차지명,빙그레,1989,-0.5,빙그레,-0.1,1423,50403,충청
이종옥,경주고,건국대,2차지명,삼성,1989,0.3,삼성,-0.1,1454,50702,경북
정명원,군산상고,원광대,2차지명,태평양,1989,1.9,태평양,44.4,1464,50501,전라
김태완,북일고,동아대,2차지명,해태,1989,-0.3,해태,-0.9,1422,50403,충청
이승범,동대문상고,,2차지명,MBC,1989,-0.1,MBC,-0.1,1452,50121,서울
윤동배,경남고,동아대,2차지명,롯데,1989,0,롯데,-2.6,1482,50802,경남
이상대,포철공고,성균관대,2차지명,태평양,1989,-0.1,쌍방울,0.2,1451,50706,경북
문승훈,영흥고,계명대,2차지명,해태,1989,0.9,해태,0.9,11428,50609,전라
최준호,오산고,연세대,2차지명,MBC,1989,0.1,MBC,0.1,1492,50222,경기
김상우,동래고,경성대,2차지명,롯데,1989,0.3,롯데,0.5,1432,50813,경남
성군철,광주제일고,인천전문대,2차지명,빙그레,1989,-0.2,빙그레,-0.8,1444,50602,전라
나광남,진흥고,단국대,2차지명,삼성,1989,-0.3,삼성,-0.5,11427,50604,전라
손경호,대구고,계명대,2차지명,빙그레,1989,0,빙그레,0,1445,50703,경북
김진한,,인하대,2차지명,태평양,1989,0.1,태평양,2.4,1437,,국외
송광훈,,국외,자유선발,삼성,1989,-0.8,삼성,-1.2,1480,,국외
윤성훈,덕수고,동국대,자유선발,태평양,1990,,태평양,-0.8,1520,50103,서울
현남수,부산고,중앙대,신고선수,롯데,1989,0.9,롯데,0.9,1460,50805,경남
정종헌,부경고,,신고선수,롯데,1989,-0.4,롯데,-0.4,1489,50804,경남
조진구,배명고,,신고선수,OB,1989,0.1,OB,0.1,1490,50105,서울
원근호,세광고,,신고선수,빙그레,1990,,빙그레,0.4,1552,50301,충청
