p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
정현민,율곡고,,2차지명,키움,,,,,14216,50212,경기
전형근,휘문고,,2차지명,두산,,,,,14652,50116,서울
김민수,마산고,,2차지명,롯데,2022,,롯데,-0.1,14168,50803,경남
박승규,경기고,,2차지명,삼성,2019,0.1,삼성,1.9,14122,50101,서울
허관회,경기고,,2차지명,한화,2020,,한화,-0.8,14204,50101,서울
나용기,북일고,동강대,2차지명,KIA,,,,,14186,50403,충청
지강혁,광주동성고,,2차지명,KT,,,,,14192,50601,전라
한선태,부천공고,,2차지명,LG,2019,0.1,LG,0.1,14144,50214,경기
노시훈,용마고,,2차지명,NC,2021,,NC,0.1,14649,50807,경남
김주형,경남고,홍익대,2차지명,키움,2019,0,키움,-0.8,14214,50802,경남
추종민,군산상고,,2차지명,두산,,,,,14653,50501,전라
신용수,마산고,동의대,2차지명,롯데,2019,-0.4,롯데,-0.5,14169,50803,경남
김연준,장충고,,2차지명,삼성,,,,,14123,50111,서울
박윤철,서울고,연세대,2차지명,한화,2019,0.1,한화,0.1,14129,50107,서울
터커,,미국 Florida(대),자유선발,KIA,2019,1.9,KIA,5.8,14224,,국외
윌랜드,,,자유선발,KIA,2019,3,KIA,3,13924,,국외
해즐베이커,,,자유선발,KIA,2019,0,KIA,0,13926,,국외
터너,,,자유선발,KIA,2019,0.7,KIA,0.7,13925,,국외
쿠에바스,,베네수엘라 Universidad De Carabobo(대),자유선발,KT,2019,3.3,KT,14.3,13942,,국외
알칸타라,,,자유선발,KT,2019,3,두산,17.7,13941,,국외
켈리,미국 Sarasota(고),,자유선발,LG,2019,4,LG,23.9,13934,51111,국외
페게로,,,자유선발,LG,2019,1.4,LG,1.4,14228,,국외
조셉,,,자유선발,LG,2019,1.8,LG,1.8,13935,,국외
루친스키,미국 Tulsa Union(고),미국 The Ohio State(대),자유선발,NC,2019,5.5,NC,23.9,13932,51105,국외
베탄코트,,,자유선발,NC,2019,-0.6,NC,-0.6,13930,,국외
버틀러,,,자유선발,NC,2019,0.8,NC,0.8,13931,,국외
스몰린스키,,,자유선발,NC,2019,0.6,NC,0.6,14226,,국외
프리드릭,,,자유선발,NC,2019,2.8,NC,2.8,14227,,국외
다익손,,,자유선발,SK,2019,3.2,롯데,3.2,13933,,국외
요키시,,미국 Northwestern(대),자유선발,키움,2019,5.1,키움,24,13940,,국외
페르난데스,,,자유선발,두산,2019,5.7,두산,14.3,13927,,국외
아수아헤,,,자유선발,롯데,2019,1.3,롯데,1.3,13929,,국외
톰슨,,,자유선발,롯데,2019,1.2,롯데,1.2,13928,,국외
윌슨,,,자유선발,롯데,2019,0.8,롯데,0.8,14225,,국외
맥과이어,,,자유선발,삼성,2019,1.6,삼성,1.6,13936,,국외
헤일리,,,자유선발,삼성,2019,0.6,삼성,0.6,13937,,국외
라이블리,,미국 Central Florida(대),자유선발,삼성,2019,1.5,삼성,5.5,14232,,국외
윌리엄슨,,,자유선발,삼성,2019,-0.2,삼성,-0.2,14230,,국외
채드벨,,,자유선발,한화,2019,5.1,한화,5.7,13939,,국외
서폴드,,,자유선발,한화,2019,5,한화,7.2,13938,,국외
민경남,제물포고,,육성선수,KIA,,,,,14679,50210,경기
김성훈,경동고,원광대,육성선수,KT,2020,,KT,0.1,14189,50102,서울
박주찬,강릉고,동아대,육성선수,NC,2023,,NC,-0.2,14219,50901,강원
김규남,덕수고,고려대,육성선수,SK,2021,,SSG,-0.4,14200,50103,서울
박준영,경기고,성균관대,육성선수,SK,,,,,14199,50101,서울
강인호,충암고,동국대,육성선수,SK,,,,,14198,50114,서울
김준연,용마고,동아대,육성선수,키움,,,,,14213,50807,경남
윤산흠,영선고,,육성선수,두산,2021,,한화,0.7,14196,50503,전라
최지원,유신고,재능대,육성선수,두산,,,,,14195,50208,경기
조현수,청원고,한양대,육성선수,롯데,,,,,14202,50113,서울
박용욱,휘문고,강릉영동대,육성선수,롯데,,,,,14201,50116,서울
최준혁,인천고,홍익대,육성선수,한화,,,,,14215,50209,경기
김관호,야탑고,건국대,육성선수,한화,,,,,14206,50207,경기
이청현,신일고,경희대,육성선수,한화,,,,,14207,50110,서울
한준수,광주동성고,,1차지명,KIA,2019,,KIA,1,13113,50601,전라
김민,유신고,,1차지명,KT,2018,0.7,KT,1.1,13167,50208,경기
김영준,선린고,,1차지명,LG,2018,0.2,LG,0.7,13102,50109,서울
김시훈,마산고,,1차지명,NC,2022,,NC,1.9,13080,50803,경남
김정우,동산고,,1차지명,SK,2019,,두산,-0.1,13124,50202,경기
안우진,휘문고,,1차지명,넥센,2018,-0.5,키움,19,13091,50116,서울
곽빈,배명고,,1차지명,두산,2018,-0.5,두산,9.8,13061,50105,서울
한동희,경남고,,1차지명,롯데,2018,-1.1,롯데,3.1,13145,50802,경남
최채흥,상원고,한양대,1차지명,삼성,2018,0.9,삼성,8.6,13156,50705,경북
성시헌,북일고,,1차지명,한화,,,,,13134,50403,충청
김유신,세광고,,2차지명,KIA,2018,0,KIA,-0.6,13114,50301,충청
강백호,서울고,,2차지명,KT,2018,2.1,KT,20.7,13168,50107,서울
성동현,장충고,,2차지명,LG,2018,0,LG,0,13103,50111,서울
김형준,세광고,,2차지명,NC,2018,-0.8,NC,0.8,13081,50301,충청
조성훈,청원고,,2차지명,SK,2018,0,SSG,0,13125,50113,서울
김선기,세광고,,2차지명,넥센,2018,-0.4,키움,0,13092,50301,충청
박신지,경기고,,2차지명,두산,2018,0.3,두산,-0.3,13070,50101,서울
이승헌,용마고,,2차지명,롯데,2019,,롯데,1.2,13146,50807,경남
양창섭,덕수고,,2차지명,삼성,2018,2.2,삼성,1.9,13157,50103,서울
이승관,야탑고,,2차지명,한화,2021,,한화,-0.3,13135,50207,경기
하준영,성남고,,2차지명,KIA,2018,-0.1,NC,0.2,13115,50108,서울
최건,장충고,,2차지명,KT,2018,0,롯데,-0.1,13169,50111,서울
이재원,서울고,,2차지명,LG,2020,,LG,2.1,13104,50107,서울
오영수,용마고,,2차지명,NC,2018,-0.2,NC,-0.3,13082,50807,경남
최민준,경남고,,2차지명,SK,2018,-0.1,SSG,1.1,13126,50802,경남
예진원,경남고,,2차지명,넥센,2018,-0.2,키움,-0.2,13093,50802,경남
정철원,안산공고,,2차지명,두산,2022,,두산,1.6,13071,50206,경기
정성종,광주제일고,인하대,2차지명,롯데,2018,0.1,롯데,0.2,13147,50602,전라
김태우,경북고,,2차지명,삼성,,,,,13158,50701,경북
박주홍,광주제일고,,2차지명,한화,2018,-0.2,한화,-1,13136,50602,전라
이원빈,부산고,,2차지명,KIA,,,,,13116,50805,경남
박재영,용마고,,2차지명,KT,,,,,13170,50807,경남
최현준,서울고,,2차지명,LG,2022,,,,13105,50107,서울
김철호,율곡고,,2차지명,NC,2018,0,NC,-0.1,13083,50212,경기
유호식,성남고,,2차지명,SK,2022,,,,13127,50108,서울
추재현,신일고,,2차지명,넥센,2019,,롯데,0.9,13094,50110,서울
김민규,휘문고,,2차지명,두산,2018,0,두산,1.1,13072,50116,서울
김도규,안산공고,,2차지명,롯데,2021,,롯데,1.4,13148,50206,경기
김용하,광주제일고,,2차지명,삼성,2018,0,삼성,0,13159,50602,전라
정은원,인천고,,2차지명,한화,2018,0.5,한화,12.1,13137,50209,경기
오정환,경기고,,2차지명,KIA,2019,,KIA,-1,13117,50101,서울
고명성,군산상고,,2차지명,KT,2018,-0.1,KT,-0.3,13171,50501,전라
조선명,성지고,,2차지명,LG,,,,,13106,50118,서울
김재균,충암고,,2차지명,NC,2018,0.1,NC,0.1,13084,50114,서울
최준우,장충고,,2차지명,SK,2019,,SK,0.5,13128,50111,서울
배현호,경북고,,2차지명,넥센,,,,,13095,50701,경북
전민재,대전고,,2차지명,두산,2018,0,두산,-0.1,13073,50402,충청
김동우,야탑고,연세대,2차지명,롯데,2021,,롯데,-0.1,13149,50207,경기
이태훈,광주동성고,홍익대,2차지명,삼성,2021,,삼성,-0.2,13160,50601,전라
이원석,충암고,,2차지명,한화,2019,,한화,-1.2,13138,50114,서울
윤희영,서울고,경성대,2차지명,KIA,,,,,13118,50107,서울
윤강찬,김해고,,2차지명,KT,,,,,13172,50809,경남
이강욱,충암고,연세대,2차지명,LG,,,,,13107,50114,서울
신민혁,야탑고,,2차지명,NC,2020,,NC,7.6,13085,50207,경기
전경원,성남고,,2차지명,SK,2022,,SSG,0,13129,50108,서울
김수환,제물포고,,2차지명,넥센,2020,,키움,-0.3,13096,50210,경기
배창현,경북고,,2차지명,두산,2020,,두산,0,13074,50701,경북
김현,상원고,,2차지명,롯데,,,,,13150,50705,경북
윤정빈,부천고,,2차지명,삼성,2018,,삼성,-0.1,13161,50203,경기
임지훈,군산상고,,2차지명,한화,,,,,13139,50501,전라
김승범,동산고,,2차지명,KIA,2019,,KIA,0,13119,50202,경기
신병률,휘문고,단국대,2차지명,KT,2018,-0.2,KT,-0.2,13173,50116,서울
김의준,광주동성고,,2차지명,LG,,,,,13108,50601,전라
공수빈,김해고,경성대,2차지명,NC,,,,,13086,50809,경남
이채호,용마고,,2차지명,SK,2021,,KT,0.2,13130,50807,경남
신효승,경북고,,2차지명,넥센,,,,,13097,50701,경북
이승민,장충고,동국대,2차지명,두산,2020,,두산,-0.1,13075,50111,서울
이호연,광주제일고,성균관대,2차지명,롯데,2018,,롯데,1.1,13151,50602,전라
김윤수,북일고,,2차지명,삼성,2019,,삼성,0.4,13162,50403,충청
이성원,장안고,,2차지명,한화,,,,,13140,50211,경기
백미카엘,덕수고,,2차지명,KIA,,,,,13120,50103,서울
백선기,상원고,,2차지명,KT,,,,,13174,50705,경북
송찬의,선린고,,2차지명,LG,2022,,LG,0.2,13109,50109,서울
최보성,개성고,,2차지명,NC,2021,,NC,-0.4,13087,50801,경남
최경태,포철공고,,2차지명,SK,,,,,13131,50706,경북
조병규,세광고,,2차지명,넥센,,,,,13098,50301,충청
박성모,군산상고,인하대,2차지명,두산,2018,-0.1,두산,-0.1,13076,50501,전라
최하늘,경기고,,2차지명,롯데,2019,,삼성,-0.1,13152,50101,서울
박용민,덕수고,,2차지명,삼성,2018,,,,13163,50103,서울
김민기,덕수고,,2차지명,한화,,,,,13141,50103,서울
문장은,배재고,,2차지명,KIA,,,,,13121,50106,서울
박주현,충암고,,2차지명,KT,,,,,13175,50114,서울
이나현,충암고,,2차지명,LG,,,,,13110,50114,서울
김영규,광주제일고,,2차지명,NC,2019,,NC,3.6,13088,50602,전라
강동권,용마고,,2차지명,SK,,,,,13132,50807,경남
이재승,배명고,,2차지명,넥센,,,,,13099,50105,서울
신현수,대전고,,2차지명,두산,,,,,13077,50402,충청
박지호,부산고,영남대,2차지명,롯데,,,,,13153,50805,경남
공민규,인천고,,2차지명,삼성,2019,,삼성,-0.1,13164,50209,경기
양경민,효천고,,2차지명,한화,,,,,13142,50606,전라
윤중현,광주제일고,성균관대,2차지명,KIA,2021,,KIA,1.6,13122,50602,전라
이창엽,상원고,한양대,2차지명,KT,,,,,13176,50705,경북
최우혁,서울고,홍익대,2차지명,LG,,,,,13111,50107,서울
이승헌,신일고,고려대,2차지명,NC,2020,,NC,0,13089,50110,서울
이희재,경북고,,2차지명,SK,,,,,13133,50701,경북
조재건,부천고,,2차지명,넥센,,,,,13100,50203,경기
정우석,신일고,,2차지명,두산,,,,,13078,50110,서울
정보근,경남고,,2차지명,롯데,2019,,롯데,0,13154,50802,경남
서주원,대전고,,2차지명,삼성,,,,,13165,50402,충청
정문근,서울고,,2차지명,한화,,,,,13143,50107,서울
박희주,효천고,동의대,2차지명,KIA,,,,,13123,50606,전라
조대현,유신고,,2차지명,KT,2022,,KT,-0.1,13177,50208,경기
문성주,경북고,강릉영동대,2차지명,LG,2018,-0.1,LG,8.6,13112,50701,경북
이인혁,덕수고,,2차지명,NC,2018,0,NC,0.1,13090,50103,서울
정동욱,인천고,원광대,2차지명,넥센,2018,,,,13101,50209,경기
권민석,강릉고,,2차지명,두산,2020,,두산,-0.7,13079,50901,강원
장두성,동산고,,2차지명,롯데,2021,,롯데,-0.3,13155,50202,경기
맹성주,배명고,,2차지명,삼성,2018,,,,13166,50105,서울
김진욱,유신고,,2차지명,한화,2018,0.1,한화,0.4,13144,50208,경기
가르시아,,,자유선발,LG,2018,1.3,LG,1.3,13060,,국외
윌슨,,미국 Virginia(대),자유선발,LG,2018,6.9,LG,13.3,13062,,국외
베렛,,,자유선발,NC,2018,2.8,NC,2.8,13066,,국외
왕웨이중,,,자유선발,NC,2018,3,NC,3,12783,,국외
산체스,,,자유선발,SK,2018,3.2,SK,9.8,13063,,국외
샌즈,,,자유선발,넥센,2018,1.4,키움,6.3,13288,,국외
파레디스,,,자유선발,두산,2018,-0.8,두산,-0.8,13059,,국외
반슬라이크,,,자유선발,두산,2018,-0.5,두산,-0.5,13286,,국외
후랭코프,,,자유선발,두산,2018,4,두산,6.4,13058,,국외
듀브론트,,,자유선발,롯데,2018,2.9,롯데,2.9,13067,,국외
보니야,,,자유선발,삼성,2018,3.8,삼성,3.8,13178,,국외
아델만,,,자유선발,삼성,2018,4.3,삼성,4.3,13064,,국외
호잉,,,자유선발,한화,2018,5.7,한화,12,13069,,국외
샘슨,,,자유선발,한화,2018,3,한화,3,13068,,국외
헤일,,,자유선발,한화,2018,1.6,한화,1.6,13287,,국외
휠러,,,자유선발,한화,2018,1.7,한화,1.7,13065,,국외
이효준,제물포고,,육성선수,NC,,,,,13253,50210,경기
신제왕,광주제일고,,육성선수,KIA,,,,,14194,50602,전라
박준혁,청원고,,육성선수,KT,2020,,KT,-0.1,13232,50113,서울
한두솔,광주제일고,,육성선수,KT,2022,,SSG,-0.2,13228,50602,전라
김달환,구리인창고,동의대,육성선수,KT,,,,,13231,50201,경기
양승혁,서울고,,육성선수,KT,2022,,KT,0,13233,50107,서울
이도현,구리인창고,인하대,육성선수,NC,,,,,13252,50201,경기
김경년,부경고,동아대,육성선수,NC,,,,,13186,50804,경남
노병훈,강릉고,건국대,육성선수,NC,,,,,13254,50901,강원
이국필,공주고,중앙대,육성선수,NC,,,,,13264,50401,충청
최상민,북일고,,육성선수,SK,2022,,SSG,0.3,13195,50403,충청
이동근,경동고,원광대,육성선수,SK,,,,,13192,50102,서울
변상권,제물포고,재능대,육성선수,넥센,2020,,키움,0.9,13223,50210,경기
신철언,덕수고,연세대,육성선수,넥센,,,,,13433,50103,서울
노윤상,도개고,,육성선수,넥센,,,,,13196,50707,경북
김한솔,충암고,연세대,육성선수,넥센,,,,,13225,50114,서울
이재영,원주고,한양대,육성선수,넥센,,,,,13224,50903,강원
현도훈,일본 교토고쿠사이고,,육성선수,두산,2018,-0.1,두산,-0.3,13271,51101,국외
김호준,안산공고,,육성선수,두산,2018,,두산,0,13268,50206,경기
김선우,부산고,경성대,육성선수,삼성,,,,,13260,50805,경남
채상준,대구고,영남대,육성선수,삼성,,,,,13259,50703,경북
안도원,장충고,홍익대,육성선수,삼성,,,,,13258,50111,서울
김동찬,덕수고,,육성선수,삼성,,,,,13257,50103,서울
강명준,구리인창고,연세대,육성선수,한화,,,,,13236,50201,경기
오흥진,공주고,한양대,육성선수,한화,,,,,13256,50401,충청
유승철,효천고,,1차지명,KIA,2018,,KIA,-0.1,12914,50606,전라
조병욱,장안고,,1차지명,KT,2020,,KT,-0.1,12939,50211,경기
고우석,충암고,,1차지명,LG,2017,0.1,LG,9.7,12907,50114,서울
김태현,김해고,,1차지명,NC,2020,,NC,-0.1,12898,50809,경남
이원준,야탑고,,1차지명,SK,2018,,SK,-0.4,12920,50207,경기
이정후,휘문고,,1차지명,넥센,2017,3.1,키움,40.3,12906,50116,서울
최동현,신일고,동국대,1차지명,두산,2018,,두산,13.7,12852,50110,서울
윤성빈,부산고,,1차지명,롯데,2018,,롯데,0.7,12928,50805,경남
장지훈,경주고,,1차지명,삼성,2017,0.1,삼성,-0.4,12933,50702,경북
김병현,북일고,,1차지명,한화,2023,,롯데,0,12923,50403,충청
이승호,경남고,,2차지명,KIA,2018,,키움,4.9,12865,50802,경남
이정현,용마고,,2차지명,KT,2019,,KT,-0.2,12937,50807,경남
손주영,경남고,,2차지명,LG,2017,0.2,LG,-0.2,12908,50802,경남
신진호,화순고,,2차지명,NC,2017,-0.1,NC,-0.4,12901,50605,전라
김성민,상원고,,2차지명,SK,2017,1.5,키움,2.8,12918,50705,경북
김혜성,동산고,,2차지명,넥센,2017,-0.3,키움,25.8,12905,50202,경기
박치국,제물포고,,2차지명,두산,2017,-0.3,두산,2.4,12850,50210,경기
나종덕,용마고,,2차지명,롯데,2017,-0.1,롯데,-3.1,12930,50807,경남
최지광,부산고,,2차지명,삼성,2017,0.3,삼성,2.1,12934,50805,경남
김진영,덕수고,,2차지명,한화,2017,-0.1,한화,1.5,12926,50103,서울
박진태,성남고,건국대,2차지명,KIA,2017,-0.1,KIA,-0.2,12913,50108,서울
이종혁,대구고,,2차지명,KT,2017,0,KT,0.2,12938,50703,경북
이창율,포철고,,2차지명,LG,,,,,12910,50710,경북
김진호,광주동성고,,2차지명,NC,2020,,NC,-0.1,12897,50601,전라
박성한,효천고,,2차지명,SK,2017,0,SSG,15.8,12922,50606,전라
양기현,장충고,,2차지명,넥센,2019,,키움,0.4,12854,50111,서울
김명신,경북고,경성대,2차지명,두산,2017,0.7,두산,3,12847,50701,경북
김민수,제물포고,,2차지명,롯데,2017,-0.2,롯데,0,12931,50210,경기
나원탁,세광고,홍익대,2차지명,삼성,2017,-0.4,롯데,-0.9,12935,50301,충청
김성훈,경기고,,2차지명,한화,2018,,한화,0.7,12924,50101,서울
김석환,광주동성고,,2차지명,KIA,2018,,KIA,-1,12917,50601,전라
홍현빈,유신고,,2차지명,KT,2017,0,KT,1.1,12941,50208,경기
이찬혁,서울고,,2차지명,LG,2020,,LG,0,12909,50107,서울
소이현,서울디자인고,,2차지명,NC,2019,,NC,0,12900,50117,서울
권기영,제물포고,,2차지명,SK,,,,,12921,50210,경기
최규보,마산고,,2차지명,넥센,,,,,12855,50803,경남
지윤,제물포고,,2차지명,두산,,,,,12891,50210,경기
강동호,배재고,원광대,2차지명,롯데,2017,0.4,롯데,0.2,12927,50106,서울
김시현,강릉고,,2차지명,삼성,2017,0,삼성,0.1,12932,50901,강원
박상원,휘문고,연세대,2차지명,한화,2017,0.3,한화,2.5,12871,50116,서울
강찬영,구리인창고,,2차지명,KIA,2019,,KIA,-0.2,12866,50201,경기
한승훈,부산고,경희대,2차지명,KT,,,,,13226,50805,경남
김성협,성남고,,2차지명,LG,,,,,12911,50108,서울
김영중,군산상고,,2차지명,NC,,,,,12853,50501,전라
김표승,경주고,,2차지명,SK,,,,,13189,50702,경북
오윤성,인천고,,2차지명,넥센,2017,-0.1,키움,-0.1,12856,50209,경기
문대원,강릉고,,2차지명,두산,2020,,두산,-0.1,12848,50901,강원
박성민,울산공고,,2차지명,롯데,,,,,12878,50808,경남
김성윤,포철공고,,2차지명,삼성,2017,0.1,삼성,1.4,12936,50706,경북
원혁재,장충고,홍익대,2차지명,한화,2022,,한화,-0.4,12872,50111,서울
이정범,인천고,,2차지명,SK,2021,,SSG,-0.4,13194,50209,경기
송후섭,개성고,,2차지명,KIA,2022,,KIA,0,12867,50801,경남
문상인,경남고,,2차지명,KT,2020,,KT,-0.1,13227,50802,경남
박부성,경주고,,2차지명,LG,,,,,12912,50702,경북
이재용,배재고,,2차지명,NC,2022,,NC,0,12902,50106,서울
정윤호,장충고,,2차지명,넥센,,,,,12857,50111,서울
이병휘,북일고,,2차지명,두산,2018,,두산,2.1,12894,50403,충청
홍지훈,용마고,,2차지명,롯데,,,,,12879,50807,경남
최종현,대전고,제주국제대,2차지명,삼성,,,,,12884,50402,충청
여인태,성남고,,2차지명,한화,,,,,12873,50108,서울
김용인,덕수고,성균관대,2차지명,KIA,,,,,12868,50103,서울
안치영,북일고,,2차지명,KT,2017,-0.3,KT,-0.2,13006,50403,충청
오석주,제주고,,2차지명,LG,2019,,LG,0,12860,51001,제주
권법수,제물포고,,2차지명,NC,,,,,12904,50210,경기
남윤성,신일고,,2차지명,SK,2018,,SK,0.1,12919,50110,서울
김재웅,덕수고,,2차지명,넥센,2018,,키움,4.8,12858,50103,서울
박유연,동산고,,2차지명,두산,2017,0,두산,-0.2,12892,50202,경기
이지원,야탑고,고려대,2차지명,롯데,2017,,,,12929,50207,경기
문용익,청원고,세계사이버대,2차지명,삼성,2021,,삼성,0.9,12885,50113,서울
김지훈,소래고,,2차지명,한화,,,,,12925,50205,경기
박정우,덕수고,,2차지명,KIA,2021,,KIA,0.5,12869,50103,서울
이재근,제주고,경성대,2차지명,KT,2017,-0.1,KT,-0.1,12940,51001,제주
신경모,대전고,,2차지명,LG,,,,,12861,50402,충청
김민수,부산고,,2차지명,NC,2021,,NC,-0.4,12903,50805,경남
이재록,장충고,연세대,2차지명,SK,,,,,13193,50111,서울
이병규,배재고,송원대,2차지명,넥센,2017,,키움,-0.1,12859,50106,서울
백민규,장안고,,2차지명,두산,,,,,12893,50211,경기
김종환,인천고,,2차지명,롯데,,,,,12880,50209,경기
김태수,상원고,한양대,2차지명,삼성,,,,,12886,50705,경북
박진수,광주동성고,,2차지명,한화,,,,,12874,50601,전라
최승주,야탑고,,2차지명,KIA,,,,,12870,50207,경기
김민섭,서울고,홍익대,2차지명,,2018,,,,13229,50107,서울
김광수,세광고,,2차지명,LG,,,,,12862,50301,충청
김호민,부경고,동아대,2차지명,NC,,,,,12899,50804,경남
박찬범,진흥고,,2차지명,두산,,,,,12895,50604,전라
이재욱,경남고,경성대,2차지명,롯데,,,,,12881,50802,경남
곽경문,경북고,,2차지명,삼성,,,,,12887,50701,경북
김기탁,김해고,,2차지명,한화,2020,,한화,-0.3,12875,50809,경남
정윤환,진흥고,,2차지명,KIA,,,,,12915,50604,전라
한기원,부산고,,2차지명,KT,,,,,13230,50805,경남
김태형,선린고,,2차지명,LG,2018,,LG,0,12863,50109,서울
강병무,용마고,,2차지명,NC,,,,,12896,50807,경남
정영광,휘문고,,2차지명,SK,,,,,13274,50116,서울
전태준,영선고,,2차지명,두산,,,,,12890,50503,전라
최민국,진흥고,재능대,2차지명,롯데,,,,,12882,50604,전라
조현덕,대구고,,2차지명,삼성,,,,,12888,50703,경북
이주형,광주동성고,,2차지명,한화,,,,,12876,50601,전라
이정훈,휘문고,경희대,2차지명,KIA,2017,0,KIA,0.2,12916,50116,서울
이구름,김해고,건국대,2차지명,KT,,,,,14721,50809,경남
전준호,청원고,,2차지명,LG,2019,,LG,0,12864,50113,서울
박성환,대구고,,2차지명,두산,,,,,12849,50703,경북
송창현,동산고,,2차지명,롯데,,,,,12883,50202,경기
정성훈,성남고,,2차지명,삼성,,,,,12889,50108,서울
김명서,청원고,,2차지명,한화,,,,,12877,50113,서울
버나디나,,,자유선발,KIA,2017,4.2,KIA,6.6,12950,,국외
팻딘,,,자유선발,KIA,2017,4.9,KIA,6.5,12949,,국외
로하스,,,자유선발,KT,2017,2.9,KT,25.6,12995,,국외
모넬,,,자유선발,KT,2017,-1,KT,-1,12960,,국외
로치,,,자유선발,KT,2017,3.6,KT,3.6,12959,,국외
로니,,,자유선발,LG,2017,0.1,LG,0.1,13005,,국외
맨쉽,,,자유선발,NC,2017,3.1,NC,3.1,12946,,국외
스크럭스,,,자유선발,NC,2017,4.8,NC,6.3,12947,,국외
로맥,캐나다 Lucas Secondary(고),,자유선발,SK,2017,1.9,SK,17.6,12991,51119,국외
다이아몬드,,,자유선발,SK,2017,3.4,SK,3.4,12951,,국외
워스,,,자유선발,SK,2017,-0.2,SK,-0.2,12952,,국외
오설리반,,,자유선발,넥센,2017,-0.3,키움,-0.3,12948,,국외
초이스,,,자유선발,넥센,2017,2.2,키움,3.8,13007,,국외
브리검,,,자유선발,넥센,2017,3.8,키움,19.7,12992,,국외
애디튼,,,자유선발,롯데,2017,0.4,롯데,0.4,12990,,국외
마켈,,,자유선발,롯데,,,,,12955,,국외
번즈,,,자유선발,롯데,2017,4.2,롯데,7,12956,,국외
러프,,,자유선발,삼성,2017,4.4,삼성,13.3,12961,,국외
레나도,,,자유선발,삼성,2017,0,삼성,0,12957,,국외
페트릭,,,자유선발,삼성,2017,1.9,삼성,1.9,12958,,국외
비야누에바,,,자유선발,한화,2017,2.5,한화,2.5,12954,,국외
오간도,,,자유선발,한화,2017,2.4,한화,2.4,12953,,국외
김종성,경남고,경성대,육성선수,KT,2017,,,,13002,50802,경남
조무성,경북고,동의대,육성선수,NC,,,,,13265,50701,경북
김병재,충암고,연세대,육성선수,NC,,,,,13263,50114,서울
천재환,화순고,고려대,육성선수,NC,2022,,NC,-0.3,13261,50605,전라
김승후,충암고,고려대,육성선수,두산,,,,,13267,50114,서울
신민철,충암고,,육성선수,두산,,,,,13269,50114,서울
안준,휘문고,,육성선수,두산,,,,,13270,50116,서울
계정웅,신일고,건국대,육성선수,두산,,,,,13266,50110,서울
고성우,북일고,동의대,육성선수,롯데,,,,,13277,50403,충청
이은형,경동고,동아대,육성선수,삼성,,,,,13243,50102,서울
김현준,광주제일고,,1차지명,KIA,2020,,KIA,-0.3,12533,50602,전라
박세진,경북고,,1차지명,KT,2016,0.4,KT,0,12572,50701,경북
김대현,선린고,,1차지명,LG,2016,0,LG,1.6,12532,50109,서울
박준영,경기고,,1차지명,NC,2016,-0.2,NC,-0.2,12522,50101,서울
정동윤,야탑고,,1차지명,SK,2017,,SK,0.1,12571,50207,경기
주효상,서울고,,1차지명,넥센,2016,0.1,키움,-1.9,12567,50107,서울
이영하,선린고,,1차지명,두산,2017,,두산,7.3,12568,50109,서울
박종무,부산고,,1차지명,롯데,2021,,롯데,0.1,12569,50805,경남
최충연,경북고,,1차지명,삼성,2016,-0.2,삼성,2.6,12530,50701,경북
김주현,북일고,경희대,1차지명,한화,2016,-0.1,한화,0.3,12570,50403,충청
최원준,서울고,,2차지명,KIA,2016,0.2,KIA,5,12534,50107,서울
남태혁,제물포고,,2차지명,KT,2016,-0.5,KT,-1.2,12521,50210,경기
유재유,충암고,,2차지명,LG,2016,-0.2,LG,-0.1,12544,50114,서울
정수민,부산고,,2차지명,NC,2016,0.5,NC,1.6,12561,50805,경남
임석진,서울고,,2차지명,SK,2016,-0.1,SK,-0.1,12612,50107,서울
안현석,성남고,,2차지명,넥센,,,,,12627,50108,서울
조수행,강릉고,건국대,2차지명,두산,2016,-0.3,두산,2.4,12524,50901,강원
한승혁,효천고,,2차지명,롯데,2016,,롯데,0,12590,50606,전라
김승현,강릉고,,2차지명,삼성,2016,0.1,삼성,0.5,12637,50901,강원
김재영,서울고,홍익대,2차지명,한화,2016,-0.1,한화,1.4,12547,50107,서울
남재현,세광고,,2차지명,KIA,2017,,KIA,-0.5,12535,50301,충청
한승지,포철공고,,2차지명,KT,2020,,KT,0,12573,50706,경북
김주성,휘문고,,2차지명,LG,2017,,LG,-0.3,12545,50116,서울
최성영,설악고,,2차지명,NC,2016,0.1,NC,4,12565,50902,강원
김주한,성남고,고려대,2차지명,SK,2016,1.1,SK,0.7,12531,50108,서울
안정훈,동산고,,2차지명,넥센,,,,,12628,50202,경기
황경태,상원고,,2차지명,두산,2017,,두산,-0.2,12604,50705,경북
김영일,배명고,원광대,2차지명,롯데,,,,,12591,50105,서울
이케빈,,,2차지명,삼성,2019,,SK,0.2,12550,,국외
이동훈,상원고,,2차지명,한화,2016,0,한화,-0.8,12526,50705,경북
정동현,휘문고,,2차지명,KIA,2016,0.4,KIA,0.3,12536,50116,서울
서의태,경기고,,2차지명,KT,2018,,키움,0,12574,50101,서울
홍창기,안산공고,건국대,2차지명,LG,2016,-0.1,LG,23.8,12546,50206,경기
김한별,유신고,,2차지명,NC,,,,,12620,50208,경기
